district,transaction_type,land_shift_area,urban_land_use,main_use,main_building_material,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_category,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
Beitou,Premises (land + building),22.76,Address,Resident,Reinforced concrete construction,69.0,42.1,0,0,0,無,無,4700000.0,111638.95486935867,Not Applicable,0.0,0,2019,11,1950.0,1,1,0
shihlin,Premises (land + building),7.6,Address,Resident,Reinforced concrete construction,66.0,21.04,3,1,1,有,無,4500000.0,213878.32699619772,Not Applicable,0.0,0,2019,11,1953.0,2,1,0
Beitou,Premises (land + building),13.27,Address,Resident,Reinforced concrete construction,87.0,40.61,1,1,1,有,有,5400000.0,132972.17434129526,Not Applicable,0.0,0,2019,11,1932.0,1,1,0
Beitou,Land,1164.52,Agriculture,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,50022000.0,42955.037268574175,Not Applicable,0.0,0,2019,10,2019.0,3,0,0
Beitou,Premises (land + building) + parking space,7.89,Other,Resident,Steel reinforced concrete construction,98.0,86.7,1,1,1,有,有,10600000.0,122260.66897347174,Ramp plane,33.64,0,2019,11,1921.0,1,1,1
shihlin,Premises (land + building) + parking space,21.82,Address,Resident,Steel reinforced concrete construction,108.0,283.08,3,2,2,有,無,63050000.0,222728.55729829025,Ramp plane,76.2,5400000,2016,10,1908.0,2,1,2
shihlin,Premises (land + building) + parking space,21.82,Address,Resident,Steel reinforced concrete construction,108.0,246.13,3,2,2,有,無,60650000.0,246414.49640433918,Ramp plane,38.1,2700000,2016,10,1908.0,2,1,1
shihlin,Land,248.25,Quotient,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,13000000.0,52366.56596173212,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
shihlin,Premises (land + building),22.97,Address,Resident,Reinforced concrete construction,70.0,79.17,2,1,2,有,無,12500000.0,157888.08892257168,Not Applicable,0.0,0,2019,12,1949.0,7,1,0
Daan District,Premises (land + building),5.0,Other,Resident,Reinforced concrete construction,87.0,36.58,1,1,1,有,無,9500000.0,259704.756697649,Not Applicable,0.0,0,2019,11,1932.0,1,1,0
Daan District,Garage,1.73,Address,See other registration items,Reinforced concrete construction,97.0,16.75,0,0,0,有,有,1050000.0,62686.567164179105,Ramp machinery,0.0,1050000,2019,12,1922.0,0,0,1
Daan District,Premises (land + building),35.5,Address,Resident,Reinforced concrete construction,60.0,96.42,3,2,1,有,無,20500000.0,212611.4913918274,Not Applicable,0.0,0,2019,12,1959.0,1,1,0
Daan District,Premises (land + building) + parking space,253.92,Address,For commercial use,Reinforced concrete construction,78.0,5505.97,0,0,0,無,有,658000000.0,119506.64460576429,Ramp machinery,150.7,10000000,2019,09,1941.0,2,1,4
Beitou,Premises (land + building) + parking space,141.07,Address,Resident,Reinforced concrete construction,104.0,172.24,3,2,2,有,有,29500000.0,171272.64282396654,Ramp plane,15.31,2500000,2019,11,1915.0,4,2,1
Wanhua District,Premises (land + building),3.68,Quotient,Resident,Reinforced concrete construction,93.0,46.85,1,1,1,有,有,9600000.0,204909.28495197438,Not Applicable,0.0,0,2019,11,1926.0,1,1,0
Wenshan District,Premises (land + building),8.61,Address,Resident,Reinforced concrete construction,84.0,33.75,1,1,1,有,有,5200000.0,154074.07407407407,Not Applicable,0.0,0,2019,12,1935.0,1,1,0
Wenshan District,Premises (land + building),10.79,Address,Resident,Reinforced concrete construction,62.0625,32.4,2,2,1,有,無,5250000.0,162037.03703703705,Not Applicable,0.0,0,2019,11,1956.9375,1,1,0
Wenshan District,Premises (land + building) + parking space,21.06,Address,Resident,Reinforced concrete construction,83.0,78.94,0,0,0,無,無,10680000.0,135292.62731188245,Lifting machinery,16.54,800000,2019,11,1936.0,1,1,1
Wenshan District,Premises (land + building),69.44,Address,Resident,Reinforced concrete construction,78.0,117.02,3,2,2,有,有,17100000.0,146128.86686036576,Not Applicable,0.0,0,2019,08,1941.0,1,1,0
Wenshan District,Premises (land + building) + parking space,20.86,Address,See other registration items,Reinforced concrete construction,108.0,168.59,3,2,2,有,有,29000000.0,172014.94750578326,Ramp plane,46.7,2500000,2019,11,1911.0,1,1,1
Zhongzheng District,Premises (land + building),9.87,Quotient,Resident,Reinforced concrete construction,76.0,124.36,5,2,2,有,有,23400000.0,188163.3965905436,Not Applicable,0.0,0,2019,11,1943.0,1,1,0
Zhongshan Area,Premises (land + building),16.19,Address,See other registration items,Reinforced concrete construction,75.0,84.7,2,2,1,有,有,20250000.0,239079.10271546635,Not Applicable,0.0,0,2019,11,1944.0,1,1,0
Zhongshan Area,Premises (land + building),16.44,Address,Resident,Reinforced concrete construction,70.0,79.1,3,2,2,有,無,16050000.0,202907.71175726928,Not Applicable,0.0,0,2019,12,1949.0,1,1,0
Zhongshan Area,Premises (land + building),30.63,Address,Resident,Reinforced concrete construction,74.0,134.32,3,2,2,有,無,21680000.0,161405.59857057774,Not Applicable,0.0,0,2019,11,1945.0,1,1,0
Neihu District,Premises (land + building),38.35,Address,Resident,Reinforced concrete construction,66.0,92.14,3,2,1,有,無,13200000.0,143260.2561319731,Not Applicable,0.0,0,2019,11,1953.0,2,1,0
Neihu District,Premises (land + building),12.16,Address,Resident,Reinforced concrete construction,85.0,48.940000000000005,1,2,1,有,有,10000000.0,204331.83489987737,Not Applicable,0.0,0,2019,10,1934.0,1,1,0
Neihu District,Premises (land + building),28.79,Address,Resident,Reinforced concrete construction,69.0,106.86,2,2,2,有,無,10600000.0,99195.20868425978,Not Applicable,0.0,0,2019,11,1950.0,1,1,0
Zhongshan Area,Premises (land + building),82.0,Address,See other registration items,Strengthen brickwork,60.0,208.5,6,2,8,有,無,55000000.0,263788.96882494004,Not Applicable,0.0,0,2019,12,1959.0,1,3,0
Neihu District,Premises (land + building) + parking space,36.61,Address,Resident,Reinforced concrete construction,84.0,90.13999999999999,3,2,1,有,有,13500000.0,149767.0290658975,Ramp plane,28.2,2000000,2019,12,1935.0,2,1,1
Songshan District,Premises (land + building),30.79,Address,See other registration items,Reinforced concrete construction,81.0,128.01,3,2,2,有,有,29800000.0,232794.31294430123,Not Applicable,0.0,0,2019,11,1938.0,1,1,0
Songshan District,Premises (land + building),16.07,Address,Resident,Reinforced concrete construction,69.0,75.39999999999999,2,2,1,有,無,19000000.0,251989.38992042444,Not Applicable,0.0,0,2019,11,1950.0,1,1,0
shihlin,Land,368.01,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1000000.0,2717.3174641993423,Not Applicable,0.0,0,2019,11,2019.0,3,0,0
Daan District,Premises (land + building) + parking space,38.72,Quotient,Resident,Reinforced concrete construction,96.0,247.97,3,2,2,有,有,73980000.0,298342.5414364641,Ramp plane,47.95,3500000,2019,10,1923.0,2,1,1
Beitou,Premises (land + building) + parking space,66.2,Address,Resident,Reinforced concrete construction,85.0,158.42,5,1,2,有,有,11000000.0,69435.67731347053,Ramp plane,0.0,0,2019,11,1934.0,1,1,1
Beitou,Premises (land + building),24.8,Address,Resident,Strengthen brickwork,62.0,26.88,2,2,2,有,無,10000000.0,372023.8095238095,Not Applicable,0.0,0,2019,10,1957.0,1,1,0
Beitou,Premises (land + building),33.8,Address,Resident,Reinforced concrete construction,66.0,102.96,6,3,3,有,無,11800000.0,114607.61460761461,Not Applicable,0.0,0,2019,11,1953.0,1,1,0
Beitou,Premises (land + building),32.5,Address,Resident,Reinforced concrete construction,62.0,109.63,3,2,2,有,無,14800000.0,134999.54392045972,Not Applicable,0.0,0,2019,12,1957.0,1,1,0
Beitou,Land,29.62,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,7616043.0,257125.01688048616,Not Applicable,0.0,0,2019,12,2019.0,2,0,0
Beitou,Land,5.75,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,2213750.0,385000.0,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
shihlin,Premises (land + building),32.15,Address,Resident,Reinforced concrete construction,75.0,137.21,4,2,2,有,無,14000000.0,102033.37949129072,Not Applicable,0.0,0,2019,11,1944.0,1,2,0
Daan District,Premises (land + building),30.25,Address,Resident,Reinforced concrete construction,58.92857142857143,86.09,3,2,1,有,無,15000000.0,174236.26437449182,Not Applicable,0.0,0,2019,12,1960.0714285714287,1,1,0
Xinyi District,Premises (land + building),15.07,Address,Resident,Reinforced concrete construction,80.875,75.55,4,2,2,有,有,19800000.0,262078.09397749836,Not Applicable,0.0,0,2019,07,1938.125,1,1,0
Xinyi District,Premises (land + building),25.4,Address,Resident,Reinforced concrete construction,71.0,117.83,4,2,2,有,無,19500000.0,165492.65891538656,Not Applicable,0.0,0,2019,11,1948.0,1,1,0
Neihu District,Premises (land + building),20.16,Address,Resident,Reinforced concrete construction,70.0,74.53,3,2,1,有,無,10200000.0,136857.64121830135,Not Applicable,0.0,0,2019,11,1949.0,1,1,0
Neihu District,Premises (land + building) + parking space,10.16,Address,Resident,Reinforced concrete construction,95.0,43.66,3,2,2,有,有,12500000.0,286303.25240494736,Tower parking,0.0,1500000,2019,11,1924.0,1,1,1
Zhongshan Area,Premises (land + building) + parking space,18.99,Quotient,Resident,See other registration items,106.0,239.51,4,2,2,有,有,82580000.0,344787.2740177863,Ramp plane,40.97,3900000,2019,11,1913.0,3,1,1
Zhongzheng District,Land,11.0,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,120000.0,10909.09090909091,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
Wenshan District,Premises (land + building),39.0,Address,See other registration items,Strengthen brickwork,57.0,99.76,3,2,1,有,無,13700000.0,137329.59101844425,Not Applicable,0.0,0,2019,12,1962.0,1,1,0
Datong District,Premises (land + building),49.47,Quotient,Resident,Reinforced concrete construction,67.0,202.51,3,2,1,有,有,39600000.0,195545.8989679522,Not Applicable,0.0,0,2019,12,1952.0,3,2,0
Datong District,Building,0.0,Others,See other registration items,Strengthen brickwork,0.0,89.93,2,2,1,有,無,2200000.0,24463.471589013676,Not Applicable,0.0,0,2019,12,2019.0,0,1,0
Datong District,Building,0.0,Others,See other registration items,Strengthen brickwork,0.0,44.96,2,2,1,有,無,2200000.0,48932.38434163701,Not Applicable,0.0,0,2019,12,2019.0,0,1,0
Datong District,Premises (land + building),25.0,Quotient,Resident,Reinforced concrete construction,61.0,87.97,3,2,1,有,無,13300000.0,151187.9049676026,Not Applicable,0.0,0,2019,12,1958.0,1,1,0
Datong District,Premises (land + building) + parking space,17.54,Other,Resident,Reinforced concrete construction,106.0,121.22999999999999,2,2,2,有,有,21500000.0,177348.84104594574,Tower parking,18.21,1500000,2019,12,1913.0,1,1,1
shihlin,Premises (land + building),42.25,Address,Resident,Reinforced concrete construction,67.0,107.69,0,0,0,無,無,17200000.0,159717.70823660507,Not Applicable,0.0,0,2019,10,1952.0,1,1,0
Daan District,Premises (land + building),26.74,Address,Resident,Reinforced concrete construction,76.0,130.01000000000002,3,2,2,有,有,31500000.0,242289.05468810088,Not Applicable,0.0,0,2019,11,1943.0,1,1,0
Daan District,Premises (land + building),4.52,Other,Resident,Reinforced concrete construction,0.0,45.019999999999996,1,1,1,有,有,13500000.0,299866.7258996002,Not Applicable,0.0,0,2019,10,2019.0,2,1,0
Daan District,Premises (land + building),2.49,Address,See other registration items,Reinforced concrete construction,56.0,7.0,0,0,0,無,無,1910000.0,272857.14285714284,Not Applicable,0.0,0,2019,09,1963.0,3,2,0
Beitou,Land,19.12,Quotient,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,5361000.0,280387.02928870294,Not Applicable,0.0,0,2019,12,2019.0,2,0,0
Beitou,Premises (land + building) + parking space,9.35,Quotient,See other registration items,Reinforced concrete construction,102.0,146.10000000000002,2,1,1,有,有,27080000.0,185352.49828884323,Ramp plane,45.98,0,2019,12,1917.0,1,1,1
shihlin,Premises (land + building) + parking space,43.45,Address,Resident,Steel reinforced concrete construction,93.0,257.83,4,2,2,有,有,17020000.0,66012.48884924175,Ramp plane,0.0,0,2019,10,1926.0,1,1,2
shihlin,Premises (land + building),103.65,Other,Resident,Strengthen brickwork,60.0,109.2,2,1,2,有,無,12000000.0,109890.10989010989,Not Applicable,0.0,0,2019,11,1959.0,1,2,0
shihlin,Premises (land + building),19.25,Address,Resident,Reinforced concrete construction,79.0,107.26,2,2,2,有,有,13200000.0,123065.44844303561,Not Applicable,0.0,0,2019,09,1940.0,1,1,0
Beitou,Land,415.87,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,22000000.0,52901.146993050716,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
shihlin,Land,34.0,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1400000.0,41176.470588235294,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Beitou,Premises (land + building),23.11,Address,Resident,Reinforced concrete construction,70.0,160.83,4,2,2,有,有,16600000.0,103214.57439532425,Not Applicable,0.0,0,2019,11,1949.0,2,1,0
shihlin,Land,174.5,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,9050000.0,51862.46418338109,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
shihlin,Premises (land + building),11.71,Address,Resident,Reinforced concrete construction,85.0,29.48,1,1,1,有,有,3500000.0,118724.55902306648,Not Applicable,0.0,0,2019,12,1934.0,1,1,0
Beitou,Premises (land + building),14.73,Address,Residential business,Reinforced concrete construction,72.0,48.29,4,1,1,有,無,4500000.0,93186.99523710913,Not Applicable,0.0,0,2019,12,1947.0,3,1,0
Beitou,Premises (land + building),14.73,Address,Resident,Reinforced concrete construction,72.0,47.93,4,1,1,有,無,4500000.0,93886.91842269977,Not Applicable,0.0,0,2019,12,1947.0,3,1,0
Xinyi District,Premises (land + building),250.0,Address,Resident,Reinforced concrete construction,74.0,247.12,4,3,3,有,有,50000000.0,202330.85140822272,Not Applicable,0.0,0,2019,11,1945.0,1,1,0
Songshan District,Premises (land + building) + parking space,37.93,Address,Resident,Reinforced concrete construction,72.0,204.91,4,2,2,有,有,30000000.0,146405.73910497292,Ramp plane,0.0,0,2019,12,1947.0,1,1,1
Xinyi District,Land,18.0,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,12348000.0,686000.0,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
Songshan District,Premises (land + building),6.73,Quotient,Resident,Reinforced concrete construction,72.0,77.36,2,1,2,有,有,15300000.0,197776.62874870736,Not Applicable,0.0,0,2019,09,1947.0,1,1,0
Songshan District,Premises (land + building),46.25,Address,Resident,Reinforced concrete construction,63.0,117.59,3,2,1,有,無,17650000.0,150097.79743175438,Not Applicable,0.0,0,2019,12,1956.0,1,1,0
Xinyi District,Premises (land + building) + parking space,22.38,Address,See other registration items,Reinforced concrete construction,107.0,180.03,3,2,2,有,有,48000000.0,266622.2296283953,Ramp plane,33.86,2900000,2019,11,1912.0,1,1,1
Xinyi District,Premises (land + building),28.5,Address,Resident,Reinforced concrete construction,67.0,76.92,3,2,1,有,無,8000000.0,104004.16016640665,Not Applicable,0.0,0,2019,10,1952.0,1,1,0
Songshan District,Premises (land + building),10.31,Quotient,For commercial use,Reinforced concrete construction,78.0,115.81,0,0,0,無,有,23000000.0,198601.15706761074,Not Applicable,0.0,0,2019,11,1941.0,1,1,0
Nangang District,Premises (land + building),21.25,Address,Resident,Reinforced concrete construction,66.0,61.2,3,2,1,有,無,5700000.0,93137.25490196078,Not Applicable,0.0,0,2019,10,1953.0,1,1,0
Songshan District,Premises (land + building) + parking space,10.95,Quotient,See other registration items,Steel reinforced concrete construction,95.0,125.26,3,2,2,有,有,31320000.0,250039.91697269678,Ramp plane,48.93,0,2019,11,1924.0,3,1,1
Datong District,Premises (land + building),5.16,Quotient,For commercial use,Reinforced concrete construction,89.0,46.71,1,1,1,有,有,10500000.0,224791.26525369298,Not Applicable,0.0,0,2019,11,1930.0,1,1,0
Datong District,Premises (land + building),7.31,Other,See other registration items,Reinforced concrete construction,80.5,65.42,2,1,1,有,有,9000000.0,137572.60776520942,Not Applicable,0.0,0,2019,10,1938.5,3,1,0
Zhongzheng District,Garage,0.15,Quotient,See other registration items,Not Applicable,0.0,61.02,0,0,0,有,無,3400000.0,55719.4362504097,Ramp plane,61.02,3400000,2019,12,2019.0,0,0,1
Wanhua District,Premises (land + building),353.0,Quotient,See other registration items,Brickwork,0.0,488.61,6,6,3,有,無,368400000.0,753975.5633327194,Not Applicable,0.0,0,2019,04,2019.0,2,3,0
Zhongshan Area,Premises (land + building),34.29,Address,Resident,Reinforced concrete construction,68.0,158.24,4,2,2,有,無,28680000.0,181243.68048533873,Not Applicable,0.0,0,2019,12,1951.0,2,1,0
Neihu District,Premises (land + building),119.07,Address,Resident,Reinforced concrete construction,88.0,255.55,3,2,3,有,有,45625000.0,178536.489923694,Not Applicable,0.0,0,2019,11,1931.0,1,1,0
Neihu District,Premises (land + building),119.07,Address,Resident,Reinforced concrete construction,88.0,254.89000000000001,3,2,3,有,有,45625000.0,178998.7837890855,Not Applicable,0.0,0,2019,11,1931.0,1,1,0
Zhongshan Area,Premises (land + building),5.25,Quotient,For commercial use,Reinforced concrete construction,88.0,37.19,1,1,1,有,有,8860000.0,238236.08496907772,Not Applicable,0.0,0,2019,11,1931.0,1,1,0
